#  Time[s]  	bnd_inflow[Q [m3/s]] 	bnd_inflow[Qsed tot [m3/s]] 	bnd_inflow[Qsed d=7 mm [m3/s]] 	bnd_inflow[Qsed d=20 mm [m3/s]] 	bnd_inflow[Qsed d=33 mm [m3/s]] 	bnd_inflow[Qsed d=46 mm [m3/s]] 	bnd_inflow[Qsed d=59 mm [m3/s]] 	bnd_outflow[Q [m3/s]] 	bnd_outflow[Qsed tot [m3/s]] 	bnd_outflow[Qsed d=7 mm [m3/s]] 	bnd_outflow[Qsed d=20 mm [m3/s]] 	bnd_outflow[Qsed d=33 mm [m3/s]] 	bnd_outflow[Qsed d=46 mm [m3/s]] 	bnd_outflow[Qsed d=59 mm [m3/s]] 	bnd_inflow_sed[Q [m3/s]] 	bnd_inflow_sed[Qsed tot [m3/s]] 	bnd_inflow_sed[Qsed d=7 mm [m3/s]] 	bnd_inflow_sed[Qsed d=20 mm [m3/s]] 	bnd_inflow_sed[Qsed d=33 mm [m3/s]] 	bnd_inflow_sed[Qsed d=46 mm [m3/s]] 	bnd_inflow_sed[Qsed d=59 mm [m3/s]] 	
224000 	       134.27309 	               0 	               0 	               0 	               0 	               0 	               0 	        135.8694 	   0.00079875658 	   0.00046674703 	     0.000218347 	    6.307136e-05 	   3.5390541e-05 	   1.5200654e-05 	               0 	    -0.011919224 	   -0.0054730663 	   -0.0026206477 	   -0.0012513582 	   -0.0014274398 	   -0.0011467121
225000 	       131.27698 	               0 	               0 	               0 	               0 	               0 	               0 	       132.24061 	   0.00087026859 	   0.00052113765 	   0.00022800497 	   6.7049552e-05 	   3.6660364e-05 	    1.741606e-05 	               0 	    -0.011572029 	   -0.0053345483 	   -0.0025496602 	   -0.0012123741 	   -0.0013761592 	   -0.0010992867
226000 	       127.96929 	               0 	               0 	               0 	               0 	               0 	               0 	       129.43554 	   0.00059789986 	   0.00035985125 	   0.00015611263 	   4.6796241e-05 	   2.4476618e-05 	   1.0663108e-05 	               0 	    -0.011349214 	   -0.0052410112 	    -0.002502899 	   -0.0011879035 	   -0.0013454005 	   -0.0010719995
227000 	       126.76371 	               0 	               0 	               0 	               0 	               0 	               0 	       126.75556 	    0.0033793923 	    0.0020479756 	   0.00087014163 	   0.00026657678 	   0.00013445782 	   6.0240431e-05 	               0 	    -0.011460767 	   -0.0052821556 	   -0.0025248427 	   -0.0012008323 	   -0.0013634354 	   -0.0010895011
228000 	       126.61926 	               0 	               0 	               0 	               0 	               0 	               0 	       127.58562 	    0.0021470836 	    0.0013066006 	   0.00054659831 	   0.00016982803 	   8.4814032e-05 	   3.9242665e-05 	               0 	     -0.01132613 	   -0.0052297795 	    -0.002497657 	   -0.0011855522 	   -0.0013429283 	    -0.001070213
229000 	       125.69255 	               0 	               0 	               0 	               0 	               0 	               0 	       125.14588 	   0.00050674914 	   0.00031134427 	   0.00012731307 	   3.9493051e-05 	   1.9501712e-05 	   9.0970357e-06 	               0 	     -0.01116719 	   -0.0051650898 	   -0.0024648233 	   -0.0011678524 	   -0.0013200445 	   -0.0010493798
230000 	       130.16853 	               0 	               0 	               0 	               0 	               0 	               0 	       128.91617 	   0.00052203508 	   0.00032167744 	   0.00013003575 	   4.0878194e-05 	   1.9997046e-05 	   9.4466452e-06 	               0 	    -0.011471545 	   -0.0052889651 	   -0.0025276948 	    -0.001201744 	   -0.0013638643 	   -0.0010892773
231000 	       133.24425 	               0 	               0 	               0 	               0 	               0 	               0 	       132.20113 	   0.00050659848 	   0.00030519827 	   0.00012762225 	   4.2294674e-05 	   2.1219529e-05 	   1.0263744e-05 	               0 	    -0.011722506 	    -0.005391577 	   -0.0025796511 	   -0.0012296285 	   -0.0013997782 	   -0.0011218714
232000 	       134.49465 	               0 	               0 	               0 	               0 	               0 	               0 	       134.40168 	    0.0014204974 	   0.00085312566 	   0.00035420557 	   0.00011990663 	   6.1706384e-05 	   3.1553132e-05 	               0 	    -0.011947625 	   -0.0054815399 	   -0.0026257134 	   -0.0012548844 	   -0.0014329586 	   -0.0011525291
233000 	       133.33255 	               0 	               0 	               0 	               0 	               0 	               0 	       133.74253 	     0.015567231 	    0.0094566397 	    0.0038070109 	     0.001280345 	   0.00067389277 	   0.00034934257 	               0 	    -0.011671577 	    -0.005371669 	   -0.0025693445 	   -0.0012238614 	   -0.0013920657 	   -0.0011146367
234000 	       135.45586 	               0 	               0 	               0 	               0 	               0 	               0 	         134.723 	   0.00062023143 	   0.00037218306 	   0.00015226855 	   5.2434713e-05 	   2.8376363e-05 	   1.4968745e-05 	               0 	    -0.011730467 	   -0.0053965308 	   -0.0025817386 	   -0.0012303115 	   -0.0014001301 	    -0.001121756
235000 	       137.33261 	               0 	               0 	               0 	               0 	               0 	               0 	       136.75409 	    0.0010625426 	   0.00063191725 	   0.00026037936 	   9.1794659e-05 	   5.1215156e-05 	   2.7236199e-05 	               0 	    -0.011904545 	   -0.0054654181 	   -0.0026171826 	   -0.0012499223 	   -0.0014261021 	   -0.0011459202
236000 	       134.64922 	               0 	               0 	               0 	               0 	               0 	               0 	       135.93558 	    0.0015599695 	   0.00090217302 	   0.00038745065 	    0.0001421201 	   8.2686584e-05 	   4.5539113e-05 	               0 	    -0.011917809 	   -0.0054691812 	    -0.002619498 	   -0.0012515921 	   -0.0014287695 	   -0.0011487684
237000 	       135.34938 	               0 	               0 	               0 	               0 	               0 	               0 	       134.96706 	   0.00053547892 	    0.0003150782 	    0.0001297587 	   4.7614488e-05 	   2.7838723e-05 	   1.5188812e-05 	               0 	    -0.011744578 	   -0.0054007655 	   -0.0025842628 	   -0.0012320614 	   -0.0014028609 	   -0.0011246277
238000 	       135.68432 	               0 	               0 	               0 	               0 	               0 	               0 	       135.79287 	   0.00069969505 	   0.00039845902 	   0.00017172868 	   6.6333331e-05 	   4.0832021e-05 	   2.2342002e-05 	               0 	    -0.011891857 	   -0.0054596755 	   -0.0026144123 	   -0.0012485784 	   -0.0014245435 	   -0.0011446474
239000 	       139.95692 	               0 	               0 	               0 	               0 	               0 	               0 	       138.45967 	   0.00097003028 	   0.00051368968 	   0.00025412363 	    0.0001178572 	    5.668082e-05 	   2.7678959e-05 	               0 	    -0.012343558 	    -0.005641272 	   -0.0027071055 	   -0.0012991152 	   -0.0014906147 	   -0.0012054509
240000 	       142.29513 	               0 	               0 	               0 	               0 	               0 	               0 	       142.01704 	   0.00067718713 	    0.0003786232 	   0.00016519994 	   6.6471069e-05 	   4.3034756e-05 	    2.385816e-05 	               0 	    -0.012303366 	   -0.0056280967 	   -0.0026996337 	   -0.0012942682 	   -0.0014833537 	   -0.0011980132
241000 	       140.68944 	               0 	               0 	               0 	               0 	               0 	               0 	       141.01906 	    0.0017074708 	   0.00093956724 	   0.00041742264 	    0.0001710397 	     0.000115495 	   6.3946193e-05 	               0 	     -0.01229816 	   -0.0056244439 	   -0.0026981601 	   -0.0012938693 	   -0.0014833149 	   -0.0011983714
242000 	       144.46079 	               0 	               0 	               0 	               0 	               0 	               0 	       143.44497 	    0.0016124057 	   0.00090531526 	    0.0003864057 	   0.00015587348 	   0.00010622447 	   5.8586754e-05 	               0 	    -0.012206363 	   -0.0055916197 	   -0.0026803828 	   -0.0012831188 	    -0.001467997 	   -0.0011832442
243000 	       142.57265 	               0 	               0 	               0 	               0 	               0 	               0 	       143.25199 	   0.00076881685 	   0.00041626227 	   0.00018433484 	   7.8338204e-05 	   5.7208599e-05 	   3.2672936e-05 	               0 	    -0.012312502 	   -0.0056319961 	   -0.0027015673 	   -0.0012952637 	   -0.0014845853 	   -0.0011990897
244000 	       142.92077 	               0 	               0 	               0 	               0 	               0 	               0 	       142.68603 	   0.00047782067 	   0.00025036824 	   0.00011948623 	   5.7794648e-05 	   3.4645283e-05 	   1.5526265e-05 	               0 	    -0.012490189 	   -0.0057021994 	   -0.0027377063 	    -0.001315285 	   -0.0015111458 	    -0.001223852
245000 	       139.33809 	               0 	               0 	               0 	               0 	               0 	               0 	       140.42545 	    0.0015130005 	   0.00081766835 	   0.00036052519 	   0.00015481001 	   0.00011580428 	   6.4192626e-05 	               0 	    -0.012005527 	   -0.0055078496 	   -0.0026383821 	    -0.001261005 	   -0.0014400234 	   -0.0011582669
246000 	       132.80778 	               0 	               0 	               0 	               0 	               0 	               0 	       135.74007 	    0.0011737672 	    0.0006372377 	   0.00027564882 	   0.00011905914 	   9.0704754e-05 	   5.1116794e-05 	               0 	     -0.01181986 	   -0.0054293081 	   -0.0025992677 	   -0.0012406902 	   -0.0014146714 	   -0.0011359231
247000 	       129.92803 	               0 	               0 	               0 	               0 	               0 	               0 	       130.40352 	    0.0027581975 	    0.0015566684 	   0.00065649732 	   0.00026589942 	   0.00018501041 	   9.4121959e-05 	               0 	    -0.011525973 	   -0.0053105981 	   -0.0025388028 	   -0.0012078658 	   -0.0013719411 	   -0.0010967652
248000 	       127.57015 	               0 	               0 	               0 	               0 	               0 	               0 	       128.47443 	    0.0013138413 	   0.00074602353 	   0.00031258684 	   0.00012376494 	   8.7386158e-05 	   4.4079828e-05 	               0 	    -0.011371972 	   -0.0052468006 	   -0.0025067041 	    -0.001190852 	   -0.0013502873 	    -0.001077328
249000 	       129.19222 	               0 	               0 	               0 	               0 	               0 	               0 	       128.75654 	   0.00037753066 	   0.00021183101 	   9.1121602e-05 	   3.8985278e-05 	    2.520485e-05 	   1.0387915e-05 	               0 	    -0.011744552 	   -0.0053941016 	   -0.0025825347 	   -0.0012328465 	   -0.0014059402 	   -0.0011291288
250000 	       128.85526 	               0 	               0 	               0 	               0 	               0 	               0 	       129.16019 	   0.00092148589 	   0.00052217189 	   0.00021645463 	   8.5912369e-05 	   6.4378391e-05 	   3.2568608e-05 	               0 	    -0.011573874 	   -0.0053269298 	   -0.0025478786 	   -0.0012135747 	   -0.0013803041 	   -0.0011051866
251000 	       125.39009 	               0 	               0 	               0 	               0 	               0 	               0 	       126.63101 	     0.011269457 	    0.0063309276 	    0.0026071303 	    0.0010503201 	   0.00083276441 	   0.00044831469 	               0 	    -0.011374111 	   -0.0052444179 	    -0.002506306 	   -0.0011914776 	   -0.0013521031 	    -0.001079806
252000 	       123.63212 	               0 	               0 	               0 	               0 	               0 	               0 	       124.34297 	   0.00061316522 	   0.00034317375 	   0.00014287134 	   5.7359308e-05 	   4.5574724e-05 	    2.418609e-05 	               0 	     -0.01120422 	   -0.0052004951 	   -0.0024777004 	    -0.001169535 	   -0.0013159473 	   -0.0010405426
253000 	       117.64951 	               0 	               0 	               0 	               0 	               0 	               0 	       119.68002 	     0.010720419 	    0.0060719414 	     0.002470046 	   0.00098012716 	   0.00078231216 	   0.00041599202 	               0 	    -0.010735827 	   -0.0050064052 	   -0.0023800206 	   -0.0011177599 	   -0.0012501042 	  -0.00098153746
254000 	       114.92777 	               0 	               0 	               0 	               0 	               0 	               0 	       115.82241 	   0.00065178021 	   0.00037881668 	   0.00014948377 	   5.6875971e-05 	   4.4109352e-05 	    2.249444e-05 	               0 	    -0.010506654 	   -0.0049120309 	   -0.0023323709 	   -0.0010923491 	   -0.0012176141 	    -0.000952289
255000 	       106.30211 	               0 	               0 	               0 	               0 	               0 	               0 	       109.64043 	   0.00052586539 	   0.00030603888 	   0.00012162159 	   4.5482622e-05 	   3.5097373e-05 	   1.7624922e-05 	               0 	    -0.010030803 	   -0.0047104573 	    -0.002231986 	   -0.0010402592 	   -0.0011527565 	  -0.00089534413
256000 	       95.793878 	               0 	               0 	               0 	               0 	               0 	               0 	       99.653309 	    0.0060894159 	    0.0036045869 	    0.0013967281 	   0.00050933555 	    0.0003899286 	   0.00018883678 	               0 	   -0.0093288647 	   -0.0044162648 	   -0.0020846659 	  -0.00096299715 	   -0.0010556127 	  -0.00080932413
257000 	       96.517074 	               0 	               0 	               0 	               0 	               0 	               0 	       96.365981 	   0.00055529279 	   0.00033079868 	   0.00012709372 	   4.5896723e-05 	    3.489034e-05 	   1.6613328e-05 	               0 	   -0.0097476261 	   -0.0045606737 	   -0.0021646565 	   -0.0010129095 	    -0.001128004 	  -0.00088138243
